,artist_name,RelatedArtist_Name,rank,external_urls__spotify,followers__total,genres__001,genres__002,genres__003,genres__004,genres__005,id,Large_image,Medium_image,Small_image,popularity,type
0,!!!,The Rapture,1,https://open.spotify.com/artist/166Dz1GX3xonSQ3Z6CQW26,218863,alternative dance,dance-punk,electronica,indie rock,modern rock,166Dz1GX3xonSQ3Z6CQW26,https://i.scdn.co/image/0d5f9ab947edf8f3f7957086668af63b7c239532,https://i.scdn.co/image/2a729f1c5905c1c72a4afbc99939aa183d097855,https://i.scdn.co/image/9be22153f19d83b435f8abf67035f03b26ec2e9a,53,artist
1,!!!,Fujiya & Miyagi,2,https://open.spotify.com/artist/0j2MwhbFTvquOBhs3LeIfU,65088,alternative dance,brighton indie,dance-punk,electronica,neo-kraut,0j2MwhbFTvquOBhs3LeIfU,https://i.scdn.co/image/d71999dcd892cb1483520717a59dcfa6695160a9,https://i.scdn.co/image/b9c036d5364d27a49b4be58d03be897bcbe39bfa,https://i.scdn.co/image/46512b737d42827971e91a61348390b847669a0b,45,artist
2,!!!,Hot Chip,3,https://open.spotify.com/artist/37uLId6Z5ZXCx19vuruvv5,578730,alternative dance,chillwave,dance-punk,electronica,electropop,37uLId6Z5ZXCx19vuruvv5,https://i.scdn.co/image/74c59113051e700e10077f26698d8a1f612454a7,https://i.scdn.co/image/244be745cdffdad313cd93c637020a72e4b417d7,https://i.scdn.co/image/cec8531cf05eb8255b2a9f4259b3b01048425e79,63,artist
3,!!!,LCD Soundsystem,4,https://open.spotify.com/artist/066X20Nz7iquqkkCW6Jxy6,822254,alternative dance,alternative rock,dance-punk,electronic rock,electronica,066X20Nz7iquqkkCW6Jxy6,https://i.scdn.co/image/f8d0cb93fc39fdcdfab0ea7b4ea64d449cbb1aa4,https://i.scdn.co/image/1137103dc825ade57c5989c20c4878f7bf345aeb,https://i.scdn.co/image/4573dfe22b33df366096c46528b88aa91888c14a,66,artist
4,!!!,YACHT,5,https://open.spotify.com/artist/57anmI1X2hXWPrNagFdzZr,98247,ai,alternative dance,chillwave,dance-punk,new rave,57anmI1X2hXWPrNagFdzZr,https://i.scdn.co/image/b2dd9916fc1ee6336beb0ba8c7362973e48a41e9,https://i.scdn.co/image/cdeef06e69554720bd2003f0d6f4006ad7066112,https://i.scdn.co/image/dbf901cf8fcca08d3c149f383321c28788a52ddb,46,artist
5,!!!,The Juan Maclean,6,https://open.spotify.com/artist/7gG6LkU3pCSQmCIPR4aSBt,38914,alternative dance,balearic,dance-punk,electroclash,electronica,7gG6LkU3pCSQmCIPR4aSBt,https://i.scdn.co/image/a831d9d008a12cb0d4f12695ed8484e7a6e0341a,https://i.scdn.co/image/66d901b1a26b5acbfeade62852c8b8dce35a60c0,https://i.scdn.co/image/bbedad9cb5d1a3945f236a3615064dbe841572cf,40,artist
6,!!!,Junior Boys,7,https://open.spotify.com/artist/39x9e2QDpAxK8xTuJDwRqR,71285,alternative dance,balearic,canadian electropop,chillwave,dance-punk,39x9e2QDpAxK8xTuJDwRqR,https://i.scdn.co/image/7c06fcb2d6db556c5b6f94ab8964092632b50acd,https://i.scdn.co/image/d0e152141c4130414defe7406376f063ab8741c3,https://i.scdn.co/image/cd72d2ca013dc3bdf0a8ee3abc6581b6467bf020,41,artist
7,!!!,Datarock,8,https://open.spotify.com/artist/4foARo5aSfuIuDLupoxK4k,32858,alternative dance,bergen indie,dance-punk,new rave,,4foARo5aSfuIuDLupoxK4k,https://i.scdn.co/image/25ce781ae1f3b81c671cdd7e446b5f301071818b,https://i.scdn.co/image/d495ac731126485d0f45d4be1fdb730e612f5bbb,https://i.scdn.co/image/3f0613f609ac669db8e05219504804eb1bb9d808,40,artist
8,!!!,Soulwax,9,https://open.spotify.com/artist/43mWhBXSflupNLuNjM5vff,200282,alternative dance,belgian indie,belgian indie rock,belgian rock,big beat,43mWhBXSflupNLuNjM5vff,https://i.scdn.co/image/417d68a62c258e9adb243f1a263bb73f5d913c7a,https://i.scdn.co/image/89592452c863ee7b6b7dffebbd9d417717807c3d,https://i.scdn.co/image/d20edb68166bba157ecacdbef743aa7a91f10add,58,artist
9,!!!,WhoMadeWho,10,https://open.spotify.com/artist/50Lr1puweM1hFsF1LpIZLM,113459,alternative dance,dance-punk,danish indie,electronica,experimental pop,50Lr1puweM1hFsF1LpIZLM,https://i.scdn.co/image/12c1122c3b132d2baa1aeac12176972e613a9d29,https://i.scdn.co/image/a79b5f67b6e84b30f7970c3b0c4dd5f5996d0719,https://i.scdn.co/image/870c4fed8dc3fa296cd4e35fd553d1d0b8252767,57,artist
10,!!!,Simian Mobile Disco,11,https://open.spotify.com/artist/31DXlldabwPHwu6dYevuzK,145375,alternative dance,dance-punk,electroclash,electronica,filter house,31DXlldabwPHwu6dYevuzK,https://i.scdn.co/image/b263370b5b42672732a0f111de92950bf1c5d4f4,https://i.scdn.co/image/84bf59ee263ee4e391e03143f43124265dcc4c70,https://i.scdn.co/image/b3c3cf835018afe862e6a68ad17eaad19b5a099b,46,artist
11,!!!,Hercules & Love Affair,12,https://open.spotify.com/artist/1WHoAjAWGx5qLsgzpaOk7W,154510,alternative dance,art pop,dance pop,dance-punk,electronica,1WHoAjAWGx5qLsgzpaOk7W,https://i.scdn.co/image/5c1c4a094ca4ae1e25088725873ec12946daaf5c,https://i.scdn.co/image/095b9e1658fad2763d9ea4b59ab3e1e200a3056f,https://i.scdn.co/image/ff14895ff239af100f2390fcf3f69672cd38d2a2,54,artist
12,!!!,Holy Fuck,13,https://open.spotify.com/artist/6Q0gMZJNIebNFFaJeonc11,54103,alternative dance,chamber psych,dance-punk,electronic rock,electronica,6Q0gMZJNIebNFFaJeonc11,https://i.scdn.co/image/b924c966ed5adcfd5e2bc694cc80ef7e92552f24,https://i.scdn.co/image/4e1cb1a44fb5df3087ffe39f22981357b58855c7,https://i.scdn.co/image/92975814dafeed267d5c25f602f519aeb8f9123a,45,artist
13,!!!,Holy Ghost!,14,https://open.spotify.com/artist/2Vhc7Y0Kc6HzMC6glKM4h6,93485,alternative dance,chillwave,dance-punk,electronica,filter house,2Vhc7Y0Kc6HzMC6glKM4h6,https://i.scdn.co/image/c427a337a78206317fe7ab42f44e2fbc194f52bd,https://i.scdn.co/image/514604d07eda034abf59140419e11d4a3663e2e5,https://i.scdn.co/image/a86ddceb731bf2e44ff4169ce98dce49e82db5e9,46,artist
14,!!!,The Faint,15,https://open.spotify.com/artist/4A1yfFuBmBOgzv4Oe3fFHk,65264,alternative dance,dance-punk,electroclash,electropowerpop,indietronica,4A1yfFuBmBOgzv4Oe3fFHk,https://i.scdn.co/image/271c96aa0d602fa5575107331055471ff52da527,https://i.scdn.co/image/c9be015117178ba17ab3f849a56942edbcd3b17b,https://i.scdn.co/image/67f66206651dc4d4de8ef0fbff05d485060ee214,44,artist
15,!!!,Cut Copy,16,https://open.spotify.com/artist/4EENT7N7rCBwrddM3s0vFS,284309,alternative dance,australian dance,australian electropop,chillwave,dance-punk,4EENT7N7rCBwrddM3s0vFS,https://i.scdn.co/image/0d2c2458169c95cc2dd0f6bf488e68da68e8f73d,https://i.scdn.co/image/12df27192f6b7c699011f10d0abc19594c9fffdb,https://i.scdn.co/image/0083351c935eda4bc0e7179d9518fd345ddcb82e,56,artist
16,!!!,Midnight Juggernauts,17,https://open.spotify.com/artist/2tGIh9kwbXuko0z3BTldBx,46883,alternative dance,dance-punk,electrofox,electronica,filter house,2tGIh9kwbXuko0z3BTldBx,https://i.scdn.co/image/f4ce36a7226614b0ef886183cd4c0c9cd1d139f8,https://i.scdn.co/image/29a76dc36c850c0ef7e814562ce3f68c90ffac6c,https://i.scdn.co/image/25f5e5ae7cf2fcd59331b25e791e2845deafeb5c,38,artist
17,!!!,Digitalism,18,https://open.spotify.com/artist/2fBURuq7FrlH6z5F92mpOl,287083,alternative dance,big beat,dance-punk,electro house,electronica,2fBURuq7FrlH6z5F92mpOl,https://i.scdn.co/image/ebd3d86085c1e467945a7e41b8f63caaca53066a,https://i.scdn.co/image/f14dd22e82acefcbb32270b1a3e1eb9979087efb,https://i.scdn.co/image/be320171bf3f070fc95d16e9de8a236ece1b2052,56,artist
18,!!!,CSS,19,https://open.spotify.com/artist/2K13AVg3bFpHSxDM1vJ0qA,127539,alternative dance,dance-punk,electroclash,electronica,indietronica,2K13AVg3bFpHSxDM1vJ0qA,https://i.scdn.co/image/3e4001acbf6eb3994a535723976d3c83dc0ecb54,https://i.scdn.co/image/4de334cb5cdee1348ecf49a6d78f4378aecab5ca,https://i.scdn.co/image/8d15ad22c03d472ff5f73b83f4240f426ef9d80c,47,artist
19,!!!,Fischerspooner,20,https://open.spotify.com/artist/5R7K1GezC0jy24v1R2n4x3,98038,alternative dance,dance-punk,electroclash,electronica,electropop,5R7K1GezC0jy24v1R2n4x3,https://i.scdn.co/image/46ae3d445b55ac41558f84dc58ebe90599f80043,https://i.scdn.co/image/c92603edcdaa7d99e878a4f82205b54caaac7f95,https://i.scdn.co/image/bda5909258250d2fb4f5999995675b8226554649,47,artist
20,$eem,D12,1,https://open.spotify.com/artist/5Qi4Bb7a8C0a00NZcA77L0,1694956,detroit hip hop,gangster rap,hip hop,pop rap,rap,5Qi4Bb7a8C0a00NZcA77L0,https://i.scdn.co/image/462121abcc7994f6c677e4c7900a791a17feafee,https://i.scdn.co/image/1e2e08b41628310eec1a4659367513e82243ab4b,https://i.scdn.co/image/007a4ff7fca96ff1344905912c57da2f982d0b4d,68,artist
21,$eem,Bad Meets Evil,2,https://open.spotify.com/artist/77IURH5NC56Jn09QHi76is,1143033,detroit hip hop,gangster rap,hip hop,pop rap,rap,77IURH5NC56Jn09QHi76is,https://i.scdn.co/image/570d46c60960d93990710d83a5f8012217eb7aec,https://i.scdn.co/image/4f153c72bff6dccba21ffd360fc308f268a23659,https://i.scdn.co/image/139fd5a828a5e2c4b79d004ad7f42abf9db735c9,65,artist
22,$eem,The Game,3,https://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI,3065776,gangster rap,hip hop,pop rap,rap,southern hip hop,0NbfKEOTQCcwd6o7wSDOHI,https://i.scdn.co/image/78b601bc99711d752b6e28eda5a4857315488166,https://i.scdn.co/image/4a1a5df2b342712465a5941b6edb6038aedcec39,https://i.scdn.co/image/0d12f74c9667e0fb789353805020e54e0a57936c,77,artist
23,$eem,Hopsin,4,https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT,1837014,conscious hip hop,hip hop,pop rap,rap,,7EWU4FhUJM1sZQgQKdENeT,https://i.scdn.co/image/f63366e13ad4c40ff2595be8ee0f5e2268d606f5,https://i.scdn.co/image/e5ca26a6e157156cb4c3e8cdde2e7e082deb2951,https://i.scdn.co/image/daf89479ee9cc953e07a03ad7d798ebff3c73baf,70,artist
24,$eem,Yelawolf,5,https://open.spotify.com/artist/68DWke2VjdDmA75aJX5C57,1626418,alabama rap,hip hop,pop rap,rap,southern hip hop,68DWke2VjdDmA75aJX5C57,https://i.scdn.co/image/114c98dbc42f6920d40930d0c5c0997b3cb0eac1,https://i.scdn.co/image/b0b9d299dd4dd7c50e5c964bc4d367bc1f25b7d7,https://i.scdn.co/image/549710140f7ff6f64c6ecbeee193238ed1bc91df,73,artist
25,$eem,DMX,6,https://open.spotify.com/artist/1HwM5zlC5qNWhJtM00yXzG,2408228,east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,1HwM5zlC5qNWhJtM00yXzG,https://i.scdn.co/image/a164c44d2c4260d5c17df105601d0e9bb76f2ef2,https://i.scdn.co/image/8bf081adcfb9eb259fca3f0bd00b848153982d64,https://i.scdn.co/image/0de7a35c79b610f914106504cce67a86a90cfd91,74,artist
26,$eem,Tech N9ne,7,https://open.spotify.com/artist/6UBA15slIuadJ8h2lPRPos,1906487,hip hop,kansas city hip hop,pop rap,rap,,6UBA15slIuadJ8h2lPRPos,https://i.scdn.co/image/51f88e794401a338e9df945883c3c6a081451a63,https://i.scdn.co/image/bf8620753d9ea92623654686da01c16dac1925f2,https://i.scdn.co/image/f8498a95d0e21f42b2d0eb3b032ccf253955469c,76,artist
27,$eem,50 Cent,8,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,6885376,east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,3q7HBObVc0L8jNeTe5Gofh,https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2,https://i.scdn.co/image/6f0da41419b31d9d2ba55d2df212f59ad0668118,https://i.scdn.co/image/df73c0cebe56cafe705ffdba5085ccbd5680bd16,86,artist
28,$eem,Dr. Dre,9,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,5465576,g funk,gangster rap,hip hop,rap,west coast rap,6DPYiyq5kWVQS4RGwxzPC7,https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb,https://i.scdn.co/image/170254ebdd747f4e7045df1cae8f11a42dc1a547,https://i.scdn.co/image/dd4a7102c5e1897bab2b1fa4bbc086fbe2fc87dc,83,artist
29,$eem,Xzibit,10,https://open.spotify.com/artist/4tujQJicOnuZRLiBFdp3Ou,1156621,detroit hip hop,g funk,gangster rap,hardcore hip hop,hip hop,4tujQJicOnuZRLiBFdp3Ou,https://i.scdn.co/image/f17bd1b3b6e1b72962ad8b0d60190b5ab725ad7c,https://i.scdn.co/image/565bd7e6cb475003a4a644a6a667ae5518a529f8,https://i.scdn.co/image/67979bd06edd104fb29fbc57c4a1542feb5682a2,69,artist
30,$eem,Obie Trice,11,https://open.spotify.com/artist/2XnnxQzxFZG8qEPjakokPM,587956,detroit hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,2XnnxQzxFZG8qEPjakokPM,https://i.scdn.co/image/13998fd88695a34cec8350675cb3ceffa4573ae3,https://i.scdn.co/image/d6ebc26b7f361aa6de3a8992b49bf4a2536af3fc,https://i.scdn.co/image/08a2905bb68fb37de8d3bb426249a65732700696,62,artist
31,$eem,G-Unit,12,https://open.spotify.com/artist/6evKD5JWJON3qPBJtUEmtY,1408893,gangster rap,hardcore hip hop,hip hop,pop rap,queens hip hop,6evKD5JWJON3qPBJtUEmtY,https://i.scdn.co/image/a668bc3f083377ca8889e9f8273c752e0342c4e0,https://i.scdn.co/image/883505d6cbdbbb54837b345a84722dc78764ab67,https://i.scdn.co/image/9f44104fb873364b96ae5110f6a3959ba173f8e2,66,artist
32,$eem,Ice Cube,13,https://open.spotify.com/artist/3Mcii5XWf6E0lrY3Uky4cA,4259783,conscious hip hop,g funk,gangster rap,hardcore hip hop,hip hop,3Mcii5XWf6E0lrY3Uky4cA,https://i.scdn.co/image/8ed73361f9c205b88c4d092b2f628576e2c719c8,https://i.scdn.co/image/5414f371462d8c9d5d35c1a1b908d9f2a65fefbb,https://i.scdn.co/image/24c863b3ebfa8848f7691a2084456cd9a7dac567,77,artist
33,$eem,T.I.,14,https://open.spotify.com/artist/4OBJLual30L7gRl5UkeRcT,3636616,atl hip hop,dance pop,dirty south rap,gangster rap,hip hop,4OBJLual30L7gRl5UkeRcT,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09,https://i.scdn.co/image/b83211485b5ad5e57b9d3659a096ffef3d6f3171,https://i.scdn.co/image/c1cb65dc810e054da565baa5cbb746b6b44a9aed,80,artist
34,$eem,Snoop Dogg,15,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,6652595,g funk,gangster rap,hip hop,pop rap,rap,7hJcb9fa4alzcOq3EaNPoG,https://i.scdn.co/image/11208d65843456cf3854717b8e411ef8fede7141,https://i.scdn.co/image/4ddba58867285a1e858291a108613526df2ce934,https://i.scdn.co/image/1e67815be9174e75753d52a006b86077a39719cf,87,artist
35,$eem,Ludacris,16,https://open.spotify.com/artist/3ipn9JLAPI5GUEo4y4jcoi,2078096,atl hip hop,dance pop,dirty south rap,hip hop,pop rap,3ipn9JLAPI5GUEo4y4jcoi,https://i.scdn.co/image/adcc1cb654e89f2e404688ae0d1bbc942ce02e5d,https://i.scdn.co/image/0515a0dfc9c25cd8290cc4be58abf6f66f21706a,https://i.scdn.co/image/ec9b2c869d9a04eae2fe5be44e285f5a48c97efd,81,artist
36,$eem,Joyner Lucas,17,https://open.spotify.com/artist/6C1ohJrd5VydigQtaGy5Wa,1596941,boston hip hop,hip hop,pop rap,rap,,6C1ohJrd5VydigQtaGy5Wa,https://i.scdn.co/image/994fdbaf1eff70a1263ec509bc857e73450871e1,https://i.scdn.co/image/b0b6ebed0eb8180d2ccc960af6540bb878761ab6,https://i.scdn.co/image/b2ed88d1cfd1ae50aad4d0e07a49f521772cf497,78,artist
37,$eem,The Notorious B.I.G.,18,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,6011451,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,5me0Irg2ANcsgc93uaYrpb,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,https://i.scdn.co/image/9bb42de208edcb69653a8e7951fa93b13f598cdd,https://i.scdn.co/image/e56612ae56c9007e99ab36b83efd4faf6401260d,82,artist
38,$eem,N.W.A.,19,https://open.spotify.com/artist/4EnEZVjo3w1cwcQYePccay,3318180,conscious hip hop,gangster rap,hardcore hip hop,hip hop,old school hip hop,4EnEZVjo3w1cwcQYePccay,https://i.scdn.co/image/4f36d3f900eaf8381b0d3f5febe0e5bf8c94dbea,https://i.scdn.co/image/6c6c5456aa373c9cbf4f385c2dd69c4177e6e3fa,https://i.scdn.co/image/e3e634272efd0251c2b8298b25fcd4b659993178,69,artist
39,$eem,B.o.B,20,https://open.spotify.com/artist/5ndkK3dpZLKtBklKjxNQwT,1826591,atl hip hop,dance pop,hip hop,pop,pop dance,5ndkK3dpZLKtBklKjxNQwT,https://i.scdn.co/image/ac855e73f52190052ed8c4dfa03bc0b85bdc5ce5,https://i.scdn.co/image/3cc98fa86043616517d5991f9140f977faadfcf0,https://i.scdn.co/image/8464a22ceecf92740be8e6d9a9ad74939ebc8fca,78,artist
40,*NSYNC,Backstreet Boys,1,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,3694539,boy band,dance pop,europop,,,5rSXSAkZ67PYJSvpUpkOr7,https://i.scdn.co/image/c2212df3b6160f0ab0f1c8d5010e9218aab96fc0,https://i.scdn.co/image/5c8f97c71776a47a05ef89b61d2ad6827412291a,https://i.scdn.co/image/c65d7e07a73f0ed54e8fc4e5a6ea2c258c942d50,80,artist
41,*NSYNC,O-Town,2,https://open.spotify.com/artist/4zKhX6hYCQPNs406umP9Fx,204397,boy band,dance pop,,,,4zKhX6hYCQPNs406umP9Fx,https://i.scdn.co/image/6a90bfd3922ad2bd409751da70fe04f07c4b9b6d,https://i.scdn.co/image/23ce0949177a10d284fd9b662009dedd3e2a951e,https://i.scdn.co/image/09ae5c53acabfa836feda70852353aba478c3e5f,54,artist
42,*NSYNC,Aaron Carter,3,https://open.spotify.com/artist/5338fdSzGNOFD4cxAxDTeq,217104,dance pop,post-teen pop,,,,5338fdSzGNOFD4cxAxDTeq,https://i.scdn.co/image/898dfca434ebab303c3a00f93d1100fe9410c3bf,https://i.scdn.co/image/fb2990139cf8367054251c2ed227a5946fa15d52,https://i.scdn.co/image/9bf58d5ce7ac0213b4d79556989a439bd9480b50,49,artist
43,*NSYNC,Hanson,4,https://open.spotify.com/artist/0SdiiPkr02EUdekHZJkt58,323469,boy band,dance pop,neo mellow,pop rock,,0SdiiPkr02EUdekHZJkt58,https://i.scdn.co/image/852f7d758da2d8ba8b31a5a50d58afdf1bec0bb5,https://i.scdn.co/image/3f98593417aa4028bb84dd0a6dcec78c5b0d2d63,https://i.scdn.co/image/6e055e5b8ad84ce1e09808a440b01b778eb352ca,63,artist
44,*NSYNC,Five,5,https://open.spotify.com/artist/6rEzedK7cKWjeQWdAYvWVG,318557,boy band,bubblegum dance,dance pop,europop,,6rEzedK7cKWjeQWdAYvWVG,https://i.scdn.co/image/c7912a1e12fc68c9e662d64149bf97d0a7a14b1d,https://i.scdn.co/image/16f33c3c6ed8309eba53ad5a078f48d1d7afd3fe,https://i.scdn.co/image/34dd44f15feeacbc82e4cabf2060a3ec9ec9c6dc,59,artist
45,*NSYNC,M2M,6,https://open.spotify.com/artist/0ZzYDST6Dib7iYd8hmcLcH,286229,candy pop,dance pop,europop,girl group,norwegian pop,0ZzYDST6Dib7iYd8hmcLcH,https://i.scdn.co/image/ed0762ab4575a1203983e24d2e2190c774ae0fcb,https://i.scdn.co/image/8abafa7f5cc8f0e6522e0d0c8181caa3ea8090a6,https://i.scdn.co/image/802b95dadffbc3dd22be606b87c41ccc25833b0a,58,artist
46,*NSYNC,New Kids On The Block,7,https://open.spotify.com/artist/55qiaow2sDYtjqu1mwRua6,509787,boy band,dance pop,,,,55qiaow2sDYtjqu1mwRua6,https://i.scdn.co/image/0fa2c53d1a4256b05158ab81e34cb3092846f9e6,https://i.scdn.co/image/d955548a4fab770b6f4849beee4ca765b65a0f99,https://i.scdn.co/image/796088528009124ab66983bc4271bb831c26c7f6,61,artist
